CQI,RSRP,SINR,TP,Scenario,Faults,Severities
11,-88.55922410400944,11.765990510112815,2.284708818510345,UMa,Normal,
8,-105.66691623084118,13.677829632057048,8.71154489214647,UMa,Normal,
10,-95.1118934204055,14.844808023681507,9.227737146621083,UMa,Normal,
10,-107.60481718152188,16.203382160958714,10.283122924762091,UMa,Normal,
10,-94.00423073294587,13.661317911627233,14.212996160299586,UMa,Normal,
14,-96.17671979422909,14.62386669039167,8.816666531233201,UMa,Normal,
10,-85.28472913627544,17.665661445027038,8.821598343191702,UMa,Normal,
13,-98.0628103621584,7.841899046951241,11.908019211110854,UMa,Normal,
12,-104.51821637002377,12.333185382596024,9.641601127940019,UMa,Normal,
13,-103.5357957546355,17.25234423977477,7.733129831950243,UMa,Normal,
11,-89.31063793338284,20.017275818815722,9.643278505118465,UMa,Normal,
11,-92.59356710934084,15.11708003740899,6.775512965744049,UMa,Normal,
11,-105.2014441943264,15.322277677000578,7.216423103332373,UMa,Normal,
9,-106.02373247565885,10.034670112931348,9.989344325039943,UMa,Normal,
12,-90.78248097493622,14.471287142210887,9.387984767490863,UMa,Normal,
10,-106.64414102649629,15.327344630779026,14.114346095856227,UMa,Normal,
7,-87.62018491195816,12.207071809422162,8.94598660522667,UMa,Normal,
12,-90.66048133828066,12.540080877419598,10.611578120241662,UMa,Normal,
9,-106.16844986491057,13.749742918651435,11.014825393955261,UMa,Normal,
14,-105.98597970574265,6.7978550589238065,3.3669982740361766,UMa,Normal,
14,-77.27542574090216,13.15278050924113,11.267596897091568,UMa,Normal,
13,-97.5645038800413,11.79507695443749,7.235430076040648,UMa,Normal,
10,-97.64122467122257,13.21300075917852,15.290326225507345,UMa,Normal,
7,-87.8939193261295,10.296639231444695,6.878166235613668,UMa,Normal,
14,-82.05006620341774,19.91587464673922,9.354935556036247,UMa,Normal,
11,-77.42147051851833,15.947013143918333,5.897649207371891,UMa,Normal,
14,-89.51872846317941,16.860406375306145,18.20329378985307,UMa,Normal,
14,-97.52255504332145,18.213487723487486,10.0181124948435,UMa,Normal,
13,-106.05522536718244,14.98438340951956,10.725602797656371,UMa,Normal,
10,-88.89925610117632,9.561980638580994,5.515449102422645,UMa,Normal,
10,-93.8246028512357,15.372521231792797,12.024108919887418,UMa,Normal,
13,-96.52883296914688,15.87754861056056,7.5832814346247215,UMa,Normal,
10,-84.4509215092524,17.64028656663529,13.812365176162539,UMa,Normal,
9,-104.76147549221753,14.311520369853666,7.533390975814982,UMa,Normal,
11,-95.14789739733543,10.449645694426378,7.377733779318703,UMa,Normal,
14,-113.22659070108509,12.713808299137703,4.638788455776039,UMa,Normal,
12,-95.62909672938804,13.599330109515222,9.791482239619713,UMa,Normal,
11,-107.69268404927911,16.497006473427906,10.491187656352526,UMa,Normal,
8,-104.44733326023149,15.713296554383394,5.483773664871309,UMa,Normal,
12,-104.49955278719152,13.524625823365584,12.272491101643638,UMa,Normal,
15,-91.93448543306835,23.837902969305304,9.649707020418784,UMa,Normal,
9,-89.70323876851516,16.073099364124857,10.18506387026994,UMa,Normal,
11,-93.3158464159548,12.139595237128123,9.554717455658924,UMa,Normal,
13,-80.78821186503689,9.915742889983123,9.247877801330127,UMa,Normal,
12,-97.55184547904508,10.90404891872673,10.45160912094967,UMa,Normal,
12,-99.52764233428542,12.251508521181432,6.961912054009458,UMa,Normal,
12,-86.04165150903475,11.034338150216184,7.279859175782993,UMa,Normal,
10,-101.08084196048776,11.438353478639478,13.265937115434948,UMa,Normal,
10,-80.68502378568446,12.72936285801764,14.8255394801962,UMa,Normal,
13,-113.0176868527773,11.237231909594984,9.032826632667916,UMa,Normal,
13,-79.96787423679434,20.05177412196211,8.171147133230178,UMa,Normal,
13,-108.72110853958688,9.387988071667719,11.108740133271027,UMa,Normal,
13,-85.13895857988602,15.245875057431064,9.309551955371989,UMa,Normal,
11,-94.44406180049036,14.094065757804051,4.160858430790499,UMa,Normal,
11,-75.35631322767458,23.414399328674207,6.973342046776205,UMa,Normal,
13,-106.58468428471268,10.138415174252081,11.713831344165136,UMa,Normal,
12,-93.91675756925598,13.964581055555183,11.22978127271275,UMa,Normal,
12,-80.03487610808543,22.487463242939818,4.244007614550888,UMa,Normal,
13,-94.53655924299427,19.42041148320898,7.706714678125515,UMa,Normal,
13,-92.35791162779374,18.616206733579908,7.7973141917178195,UMa,Normal,
10,-90.90230372912026,12.401232519386715,11.336605892728068,UMa,Normal,
10,-95.9135709545453,11.19826240023816,3.846856296317336,UMa,Normal,
8,-92.39685797585118,16.74435023153613,6.230923888189308,UMa,Normal,
11,-93.29645552385279,20.882391798591577,12.524884418958743,UMa,Normal,
9,-95.6544274960915,15.177612968827665,8.97844700560714,UMi,Normal,
12,-92.69422830510027,9.585784578515563,9.212218057521673,UMi,Normal,
10,-102.72762091368219,13.46577132765186,11.535343122252568,UMi,Normal,
8,-76.01909407029899,7.66177076908745,9.152815958611903,UMi,Normal,
10,-100.86682077081976,9.343238838600012,9.61490577604785,UMi,Normal,
12,-82.37498453413701,13.95491329610362,7.86049956687804,UMi,Normal,
13,-91.92506665716124,10.54663042103947,9.03237116363796,UMi,Normal,
13,-92.81259867314886,15.680345591417542,7.75968971695894,UMi,Normal,
10,-94.74551403915387,16.976957869317662,5.651383431040615,UMi,Normal,
12,-100.89314208294064,18.37411416698419,10.788175085573855,UMi,Normal,
9,-102.42942277582816,11.63641840321187,11.306127332461818,UMi,Normal,
10,-101.16441738784762,11.144293910987084,10.913713492583467,UMi,Normal,
13,-102.12878508577543,9.977759904104722,9.726833435395807,UMi,Normal,
7,-88.83367510531362,16.39547550488795,9.083966468231386,UMi,Normal,
8,-98.0798585129424,17.17204782072656,13.287063392005471,UMi,Normal,
9,-107.58515630926924,7.572753330043463,10.145101055764615,UMi,Normal,
7,-80.05787460037888,21.092462468738173,9.845061678159183,UMi,Normal,
9,-85.44698271305226,8.498844508309789,4.173582330539371,UMi,Normal,
11,-83.32597447341867,15.414726875714132,8.77513067042436,UMi,Normal,
11,-74.44394984099536,17.202137539976253,9.087193566692571,UMi,Normal,
13,-102.51106897273164,19.52269006876793,9.232818219702883,UMi,Normal,
13,-97.1046906578585,17.261011060719778,10.6083860261677,UMi,Normal,
10,-89.39482027239396,18.390473441743392,10.25449702503479,UMi,Normal,
10,-90.89608512285665,13.344453647583181,10.822902868820117,UMi,Normal,
10,-103.15893142434132,18.5824398242885,12.167282334715726,UMi,Normal,
11,-87.80320890810404,9.38479703494719,12.667753879243174,UMi,Normal,
10,-101.05825317004356,20.0086975972728,11.732898818720459,UMi,Normal,
12,-101.07490681146136,15.47823812213876,15.103456103148597,UMi,Normal,
10,-94.25748624041194,18.619612747937843,3.752855610812336,UMi,Normal,
11,-93.11908673472911,14.520859838129281,7.433346499260324,UMi,Normal,
11,-93.38308780293109,16.471881153927587,2.771704519917094,UMi,Normal,
10,-105.65323774127721,15.264873257894806,11.136756806262124,UMi,Normal,
14,-85.7009034744342,17.470012852650587,13.81196509374766,UMi,Normal,
12,-100.00940094293271,9.425196191789315,7.917672625615768,UMi,Normal,
9,-104.02949698360788,8.795298435683799,14.362844284492962,UMi,Normal,
13,-85.24082225041747,12.266031405880792,5.352494062318259,UMi,Normal,
11,-81.38150857695295,11.015667586096413,14.529667768236472,UMi,Normal,
13,-86.28057425817279,19.53819577929427,8.859419405260791,UMi,Normal,
13,-87.99108487862962,11.901269903751187,6.186022420648776,UMi,Normal,
11,-91.80390459753568,22.894029427387988,9.89539489028708,UMi,Normal,
7,-93.97737769258967,13.31651592275062,8.043022093285742,UMi,Normal,
10,-105.87637092381459,11.371557170935858,8.297433493252232,UMi,Normal,
11,-96.85220555299071,18.220791911845204,8.491896369107964,UMi,Normal,
12,-97.59792870697703,16.635449952115504,12.558351575541142,UMi,Normal,
10,-100.15283728753657,14.981912464799844,10.296456966302602,UMi,Normal,
9,-90.25574442622347,15.556798127035991,8.526066484257518,UMi,Normal,
13,-95.08270546204403,17.321427572157962,10.841874946217947,UMi,Normal,
15,-106.18454974247092,12.024853148404642,11.71541063847722,UMi,Normal,
11,-101.17259704717642,25.693771552256084,8.188128760412303,UMi,Normal,
9,-91.18535203828043,22.82004998301269,9.346663543792094,UMi,Normal,
10,-106.45270528809866,16.54451243742847,6.508752768974874,UMi,Normal,
7,-86.66701032508102,11.62773336558869,7.271017306397859,UMi,Normal,
13,-95.09732921823507,16.872991964519443,11.413630527406738,UMi,Normal,
9,-95.38945164080832,9.163753079261042,7.274301202245876,UMi,Normal,
11,-93.13005525094232,7.519630700957598,10.19088652640663,UMi,Normal,
10,-87.5331811056084,12.398509013736632,11.652894407009608,UMi,Normal,
11,-98.12993545508408,14.624755189804329,6.276305599137079,UMi,Normal,
12,-91.30273237351771,19.471829151970116,10.5100224082108,UMi,Normal,
13,-93.67585384952463,17.416610328643674,8.041033726746777,UMi,Normal,
9,-99.97460492315925,17.606316019518154,15.35771879665161,UMi,Normal,
6,-85.65467626934395,14.248695827365651,9.877897787261832,UMi,Normal,
9,-88.34030028593843,13.415020954494572,12.59057751927253,UMi,Normal,
13,-91.73406742645781,13.683827729472485,10.380164017424423,UMi,Normal,
13,-86.68854708224309,23.97345676078733,4.8761550559603775,UMi,Normal,
11,-86.09046876489165,8.0060819926806,11.021888778749178,UMi,Normal,
11,-90.61113077749106,19.448663703315997,14.976466774009367,UMi,Normal,
12,-87.14194547016777,15.793881771522656,10.773892763248508,UMi,Normal,
9,-90.86286445839733,14.382187904604619,12.737719208526139,UMi,Normal,
13,-91.25526015526594,17.39365228663204,13.589606078611865,UMi,Normal,
11,-92.58531365143115,14.866334730939442,7.76772958289966,UMi,Normal,
10,-89.53549203253729,19.569621172541556,7.60545895842231,UMi,Normal,
11,-103.00165816651295,20.140621571981832,10.846936344053889,UMi,Normal,
8,-85.56519287571942,14.210170009775473,9.327248336747191,UMi,Normal,
9,-85.9188089678122,12.63130666193687,12.982510830917473,UMi,Normal,
12,-110.13578468209735,15.934212076739952,13.845783517941163,UMi,Normal,
8,-87.4979003470179,20.419980013829566,8.873939574795994,UMi,Normal,
11,-104.05399654413873,11.78420592782345,7.853965419082591,UMi,Normal,
10,-98.40657430687683,16.252896860672163,12.322863312222907,UMi,Normal,
10,-89.7664065290811,16.343707084189433,8.207773128744888,UMi,Normal,
10,-102.93071663199207,17.488519938064954,12.777000526159199,UMi,Normal,
10,-87.73884212948245,10.525176831718948,9.424876269111197,UMi,Normal,
12,-87.2989346190725,17.281482190231536,11.300651366775579,UMi,Normal,
10,-94.85024058933456,20.337516707369264,6.0845939852107565,UMi,Normal,
11,-114.9205710100326,11.334570650748063,10.948173638176973,UMi,Normal,
11,-99.4964667695261,12.143691388011835,9.638192190804858,UMi,Normal,
12,-92.62064300408468,22.601725590533018,10.657853890732945,UMi,Normal,
14,-78.36889584153552,11.354263909377998,7.118134577647761,UMi,Normal,
12,-92.30671708777527,19.220613813676458,11.902248726552479,UMi,Normal,
9,-100.15160856924743,14.922582685130712,13.279722259114997,UMi,Normal,
7,-92.26014831420987,12.267649948006378,7.653679197546277,UMi,Normal,
10,-94.19682489547925,19.51852800981238,6.087749350758384,UMi,Normal,
11,-88.82663063277957,14.449970956165982,4.070946227866139,UMi,Normal,
8,-104.94197166078926,15.148574277805457,11.09243486977223,UMi,Normal,
11,-89.3230965044142,13.558231468863754,10.816574539407071,UMi,Normal,
11,-94.17099894150267,15.940399730553843,10.353437646492306,UMi,Normal,
10,-80.70788404078571,11.080653307822445,7.8058904417816,UMi,Normal,
12,-98.2588720292469,13.894195502353941,9.171166452845808,UMi,Normal,
8,-92.28955553096498,22.484107040076147,10.71857179601137,UMi,Normal,
8,-83.07146045994074,12.40408682312127,9.977310608468606,UMi,Normal,
12,-105.13903979439101,16.613990922696114,16.75144064318118,UMi,Normal,
11,-82.7446674934274,13.187406776541593,6.7157114375299845,UMi,Normal,
12,-91.08107009604606,18.000692334308056,11.53257915511748,UMi,Normal,
11,-106.93676376730838,10.512145158954114,9.275426780242224,UMi,Normal,
10,-99.17304961375827,22.50782556379943,9.458996236391622,UMi,Normal,
13,-90.61557962582684,14.535711729592418,11.728235453395262,UMi,Normal,
13,-106.96654048907989,12.124346386620838,11.509428854877045,UMi,Normal,
12,-93.34040657643735,9.2012306819415,17.129326006807077,UMi,Normal,
10,-98.1716756220325,11.180434299992333,6.603301228977136,UMi,Normal,
11,-92.5369107927988,15.198309902892008,6.230941552777531,UMi,Normal,
10,-108.500965373293,13.317692044596921,11.788401537531724,UMi,Normal,
8,-85.93051397325418,18.798132096625658,10.59469285858321,UMi,Normal,
14,-79.52207039606705,14.303664218458758,8.201971053704424,UMi,Normal,
9,-80.08358760722143,12.286395633697257,5.781035789219477,UMi,Normal,
14,-89.6128438701957,16.191746901147077,5.903549300962495,UMi,Normal,
11,-104.00786842387316,17.175551129331353,13.748129055313141,UMi,Normal,
9,-89.39418663111377,11.137257964060963,7.39070106237555,UMi,Normal,
11,-110.73665074315929,11.146473031675225,8.627550308909093,UMi,Normal,
13,-111.09393879324114,7.841313558055424,7.753593365282224,UMi,Normal,
12,-98.66101603727019,17.52865686028492,8.886631732255605,UMi,Normal,
13,-95.22776916468274,16.69115784535819,5.568670881080141,UMi,Normal,
12,-89.07848593130363,14.745509538600647,10.144935539399487,UMi,Normal,
12,-91.18452942153762,19.04596953535982,5.527728122184693,UMi,Normal,
13,-96.08816057699482,18.447416470586482,12.52960500160148,UMi,Normal,
10,-99.81504823128907,15.86228761502839,7.823188797738221,UMi,Normal,
11,-72.90679574207236,19.471806213341857,10.302882901373923,UMi,Normal,
9,-96.48883812358025,11.716984349115577,13.52691884384424,UMi,Normal,
15,-95.97726237709344,10.135911468223691,11.164285240755335,UMi,Normal,
14,-102.83738261983932,12.5462110226538,10.24963344522657,UMi,Normal,
7,-88.41421192933825,8.683900593226038,8.635575729147757,UMi,Normal,
12,-90.94948015687184,15.3127848856189,8.707444842225817,UMi,Normal,
14,-101.15677274946219,21.105073690745506,11.316664921784621,UMi,Normal,
9,-106.11385920848491,7.970408171903907,17.561732051257472,UMi,Normal,
11,-91.24723622627683,10.343303718627608,11.253654025753157,UMi,Normal,
14,-91.81976979635404,14.519655695924367,10.437497229390834,UMi,Normal,
7,-99.82387535054299,21.018765941951074,11.845394662024203,UMi,Normal,
12,-81.77372005180605,13.086465744912267,9.739749663106227,UMi,Normal,
10,-103.25525432868298,15.07253105098704,5.349370950897434,UMi,Normal,
14,-96.36346419335001,8.072770163550057,10.471814935161731,UMi,Normal,
14,-82.31301734129433,10.826812103488315,15.171913168804455,UMi,Normal,
14,-96.62072892919707,23.85117547779793,7.2038667664485185,UMi,Normal,
11,-92.16382810833682,22.249530251095425,11.488723774332204,UMi,Normal,
13,-97.07662930750111,4.704278333559614,7.488789201644019,UMi,Normal,
13,-99.80091029033123,21.64753229665376,10.271286989484313,UMi,Normal,
10,-77.84917970655069,16.42416685225204,6.104609054101735,UMi,Normal,
13,-96.83406793412314,19.465201956695374,9.627614453169397,UMi,Normal,
7,-85.01098532272209,14.54530144933585,12.083043496746171,UMi,Normal,
11,-100.9119708171814,15.156385963663002,8.826617160559925,UMi,Normal,
9,-101.36555896811431,14.888175301898244,11.27890104185646,UMi,Normal,
9,-109.91505099282273,16.72475848603214,12.477363009177632,UMi,Normal,
8,-91.88140425168999,10.673596843646052,14.365947222635054,UMi,Normal,
12,-97.68607117608595,7.480156594775966,7.8322745169487415,UMi,Normal,
10,-86.19910720155093,12.993479999238817,9.236647529036143,UMi,Normal,
12,-95.53762684489404,17.151224726897468,6.92624697542082,UMi,Normal,
8,-80.16094766247313,11.660672310210309,17.295215938864036,UMi,Normal,
10,-102.15605082495253,16.797304186018327,14.362117775896355,UMi,Normal,
11,-86.0407490516876,22.513142523848767,10.302469005114947,UMi,Normal,
12,-88.91399853102806,9.733269813847519,13.009391771743525,UMi,Normal,
10,-89.0649107036589,16.78810111788794,10.159221915778321,UMi,Normal,
12,-86.885498028711,14.434229751039098,10.946011710854979,UMi,Normal,
13,-89.32319740007111,19.469390762178843,5.968761708593888,UMi,Normal,
12,-92.42512632699359,11.295752003428863,12.074510645469815,UMi,Normal,
10,-103.96420655806163,17.012842352306848,6.59356886375122,UMi,Normal,
7,-109.75918497985707,18.945990324466976,12.817089165923292,UMi,Normal,
13,-83.71361925679959,21.37612907918065,12.33813553314746,UMi,Normal,
7,-92.62643995859776,16.906839373294567,11.650256759024806,UMi,Normal,
13,-88.3654691509722,14.971677506906612,4.624278761266181,UMi,Normal,
11,-95.3706653443938,16.19910832377767,8.456295058444075,UMi,Normal,
14,-104.50840842349696,19.48369330023691,8.101568862910819,UMi,Normal,
13,-104.19557840774796,15.71157978826071,8.927918306201795,UMi,Normal,
15,-91.13344996124152,7.504283862336293,5.941119968683413,UMi,Normal,
10,-96.40476346710948,20.929282209292282,14.58983605725825,UMi,Normal,
12,-101.71798743315212,16.977657705273817,10.407273877265396,UMi,Normal,
10,-95.16856724334052,16.83153670546983,8.47681795035713,UMi,Normal,
11,-107.16296429848953,11.853154622908324,9.218509263134134,UMi,Normal,
12,-93.34448490441969,16.63738677926577,9.603602340437298,UMi,Normal,
13,-99.9268813808994,13.923150969717254,10.765988585849957,UMi,Normal,
15,-88.3365258111307,16.55431638663436,10.119501738571653,UMi,Normal,
12,-98.95859702193377,10.022104368351242,14.20367418177084,UMi,Normal,
11,-95.89986551004719,16.62605467481556,9.97878860382574,UMi,Normal,
11,-113.15558601835815,27.821235897233734,17.24903209664483,UMi,Normal,
12,-106.66245518388214,8.353417731630111,13.128518788071053,UMi,Normal,
10,-97.18260653345703,22.98817637133377,7.568747285417837,UMi,Normal,
9,-95.40245676120729,14.058145175079122,14.441385792303063,UMi,Normal,
10,-92.97279767924712,19.518595351798083,6.425757697596148,UMi,Normal,
10,-99.38827353921667,18.12042116032784,12.717954201163254,UMi,Normal,
10,-90.91982603899233,15.675010723441781,9.09055998200433,UMi,Normal,
