Timestamp,UE_ID,CQI,RSRP,SINR,Throughput,Fault_Label,Severity_Label
29-Apr-2025 09:29:16,135,6,-117.745717404986,19.830445317618,66.3152076051288,Normal,Normal
29-Apr-2025 09:34:54,130,15,-107.162479366934,-1.48833745654336,72.2628152471584,ERP+ED,medium+slight
29-Apr-2025 10:26:03,28,4,-112.254144679201,8.53764280421142,59.6614547003853,Normal,Normal
29-Apr-2025 09:23:37,212,5,-111.247067513662,8.63099216768518,66.7457534077802,ANT,slight
29-Apr-2025 09:51:16,285,5,-119.48244748755,9.75629228850673,66.0313527381662,PA+ANT,slight+slight
29-Apr-2025 10:41:06,191,10,-114.455824912633,19.1215003612358,45.8423838081585,Normal,Normal
29-Apr-2025 09:13:57,3,7,-106.099445102868,0.866261405970197,68.2572174108718,Normal,Normal
29-Apr-2025 10:11:55,178,13,-104.194261234369,-0.0916278252469187,79.8712153126299,Normal,Normal
29-Apr-2025 10:15:47,37,12,-111.958232402382,3.41860087967511,78.628648956599,Normal,Normal
29-Apr-2025 09:42:31,111,3,-118.881876067972,-4.44693798190629,44.8992073943506,ERP+ED+PA,severe+medium+slight
29-Apr-2025 09:25:02,98,7,-113.765650212197,0.638630133697117,63.8156877519928,Normal,Normal
29-Apr-2025 11:06:45,7,9,-114.838817847937,5.076456816739,71.8643961381658,Normal,Normal
29-Apr-2025 11:04:22,154,6,-112.101734514218,-4.9338865793812,39.0324998554572,Normal,Normal
29-Apr-2025 11:07:56,43,12,-116.539101295031,18.5460266135809,75.5744972866171,Normal,Normal
29-Apr-2025 10:26:57,79,4,-113.464225435603,12.2844000947723,61.5336759173016,Normal,Normal
29-Apr-2025 09:46:12,265,12,-117.468531245184,10.3716991760218,64.5838661570774,Normal,Normal
29-Apr-2025 10:23:40,12,12,-100.913856524721,-0.682814785905373,71.5727661243045,Normal,Normal
29-Apr-2025 10:25:12,20,1,-106.615351363073,9.14146074889984,37.0539257891413,Normal,Normal
29-Apr-2025 09:26:03,100,1,-115.212173872936,12.2139048443956,41.5236770764415,Normal,Normal
29-Apr-2025 09:42:03,10,12,-101.367890854817,12.3088984664174,76.2064104681961,Normal,Normal
29-Apr-2025 10:23:16,194,1,-102.769560159263,-1.013073275395,16.0312349378089,Normal,Normal
29-Apr-2025 09:11:35,150,6,-116.158893913301,17.7686871822177,63.1696623879957,Normal,Normal
29-Apr-2025 10:16:32,207,2,-116.317712491975,7.66286099275059,58.4952961996743,Normal,Normal
29-Apr-2025 09:46:50,102,2,-107.71575725055,-1.88064691802268,22.4903055900495,ED+DPD,severe+severe
29-Apr-2025 11:07:23,241,6,-119.977429355317,5.53853949976463,42.9884286713921,PA+ERP,slight+severe
29-Apr-2025 09:23:17,120,8,-100.149782852978,5.58105111201703,61.985174168133,Normal,Normal
29-Apr-2025 09:34:46,160,3,-111.58797234159,-0.647197565927986,66.9128633876327,ED+ERP+PA,medium+severe+medium
29-Apr-2025 10:00:10,168,15,-118.174548956457,11.5483624516183,47.8431073006653,Normal,Normal
29-Apr-2025 09:46:20,149,8,-118.711522023529,6.94818757600129,6.13408957962391,Normal,Normal
29-Apr-2025 11:07:51,162,7,-115.141426876177,5.38369110576411,19.6776421641304,Normal,Normal
29-Apr-2025 10:15:38,120,10,-113.219833756657,13.7963652944121,41.5614827385372,Normal,Normal
29-Apr-2025 09:28:43,205,11,-118.916330429883,11.1293906106169,33.5733014932171,Normal,Normal
29-Apr-2025 10:32:12,185,4,-117.788120112117,9.65296006352605,77.8319941176708,Normal,Normal
29-Apr-2025 11:01:31,207,13,-111.569628292433,-2.32168170689611,72.6614206345326,ED+ERP+ANT,severe+medium+medium
29-Apr-2025 09:15:42,253,7,-115.886010545239,3.93956530618588,24.1374578727316,Normal,Normal
29-Apr-2025 09:16:19,134,2,-113.804171635889,1.57073387673339,47.314063748424,Normal,Normal
29-Apr-2025 09:38:09,300,9,-105.317021967162,0.957020525654522,51.08244045677,Normal,Normal
29-Apr-2025 10:42:41,30,15,-108.816108427488,18.6433678910366,7.95466923683193,ANT+DPD+HW,medium+slight+severe
29-Apr-2025 09:31:26,133,1,-110.821053009618,2.12345242688684,24.7902378411525,Normal,Normal
29-Apr-2025 09:44:04,264,13,-102.4761077669,-3.25508078674216,30.6531064221366,Normal,Normal
29-Apr-2025 10:49:30,115,9,-110.495211003594,-0.640902779429471,74.7004706107187,Normal,Normal
29-Apr-2025 09:36:32,271,2,-119.829708396808,10.7413092980739,54.1141033963277,Normal,Normal
29-Apr-2025 10:00:36,209,3,-117.746229582251,18.7469422070596,24.9633412970177,Normal,Normal
29-Apr-2025 10:53:11,22,15,-119.608710744535,18.1736682068814,62.2713533620629,Normal,Normal
29-Apr-2025 10:30:16,65,7,-106.14279048506,-2.47011498205731,36.12600067993,Normal,Normal
29-Apr-2025 10:59:42,198,9,-111.857506092926,18.6045283934531,69.8965285863077,Normal,Normal
29-Apr-2025 10:27:42,266,15,-106.945768481655,1.65110782489113,72.5470925947475,Normal,Normal
29-Apr-2025 09:20:46,63,8,-116.120740230254,12.1590491053509,73.46182118783,Normal,Normal
29-Apr-2025 10:13:54,82,10,-106.652689315124,13.7844521299679,10.5664574452259,Normal,Normal
29-Apr-2025 10:52:42,259,5,-118.960103701723,16.2388806170162,12.2280621732179,Normal,Normal
29-Apr-2025 10:39:19,69,6,-116.761988440639,11.8441460986769,41.774341318813,Normal,Normal
29-Apr-2025 10:18:13,244,8,-112.325611526776,16.8858504254609,23.5384945853873,Normal,Normal
29-Apr-2025 10:27:19,259,7,-118.110716747698,0.174260230327607,40.6963342830911,Normal,Normal
29-Apr-2025 09:52:07,176,3,-105.552328691362,-0.996379825771417,5.21114330721445,Normal,Normal
29-Apr-2025 09:51:33,199,12,-114.7920832346,19.2683371340778,38.2162371278131,Normal,Normal
29-Apr-2025 09:21:57,252,10,-103.401891844112,10.8758050396415,74.4786679331088,Normal,Normal
29-Apr-2025 09:32:20,47,2,-102.923072816478,4.41837084323953,18.5548949945313,Normal,Normal
29-Apr-2025 10:35:18,162,6,-113.870891588725,2.92010476566677,20.5550298785454,Normal,Normal
29-Apr-2025 11:00:36,217,3,-107.967274992743,19.4065442262006,76.6343355009023,Normal,Normal
29-Apr-2025 09:15:34,80,8,-119.625514502977,11.8184966679747,52.9945222904746,Normal,Normal
29-Apr-2025 10:41:11,214,15,-110.526348387763,-0.805320234255306,28.745724378809,Normal,Normal
29-Apr-2025 10:09:25,162,1,-101.151872072949,0.849463135866964,75.5772334796681,Normal,Normal
29-Apr-2025 09:21:47,182,2,-115.458232734304,7.1726874240224,48.9487768962879,Normal,Normal
29-Apr-2025 10:48:03,259,12,-112.00426529587,11.898465127076,43.6640050002952,Normal,Normal
29-Apr-2025 10:53:25,300,15,-113.797071037033,5.93338418405681,25.0787779795911,Normal,Normal
29-Apr-2025 09:34:15,16,6,-116.865424164732,1.0098151795614,52.2248068291504,Normal,Normal
29-Apr-2025 11:10:14,227,2,-106.262254710687,15.713670495102,50.1698092725642,PA,severe
29-Apr-2025 10:49:26,169,4,-107.015113350494,17.4465776551997,19.7460406381406,Normal,Normal
29-Apr-2025 11:01:48,300,7,-101.131171584652,10.502442912112,75.6589465731287,Normal,Normal
29-Apr-2025 10:58:55,125,11,-118.045899179167,15.6752548871585,47.2182802075307,Normal,Normal
29-Apr-2025 09:10:43,201,3,-112.688466805275,13.4136390616742,52.9324385132031,Normal,Normal
29-Apr-2025 10:05:26,75,6,-100.207141194784,6.96247961970354,27.3429125729614,Normal,Normal
29-Apr-2025 10:45:10,59,11,-106.939586891879,6.15497134028858,41.7222380821919,PA+ERP,severe+severe
29-Apr-2025 10:55:31,66,10,-116.088945221282,18.2528999507675,61.4805120056755,Normal,Normal
29-Apr-2025 09:38:58,269,15,-106.993196342992,15.6606739531809,17.1145637337069,PA+ED+ANT,slight+severe+medium
29-Apr-2025 10:23:59,7,14,-117.552428371532,1.03067896606898,79.5125098108849,Normal,Normal
29-Apr-2025 10:49:22,119,15,-104.125327031714,14.5251819075461,22.8973207305827,Normal,Normal
29-Apr-2025 09:15:43,252,4,-115.865456197243,10.9789749189962,7.84022017408797,Normal,Normal
29-Apr-2025 11:07:09,167,14,-119.790350748575,2.39432337870374,33.9692709791137,DPD+ANT+ED,medium+severe+slight
29-Apr-2025 09:43:06,280,3,-118.071236752558,-1.53091867110384,68.1010887820189,Normal,Normal
29-Apr-2025 11:10:30,158,3,-118.774227569481,15.8825628397934,19.0622251348951,Normal,Normal
29-Apr-2025 11:02:26,115,12,-109.292754482443,4.20119803757579,79.3590383834577,Normal,Normal
29-Apr-2025 10:29:54,261,11,-112.050963135712,19.5481351562909,10.228894025131,Normal,Normal
29-Apr-2025 09:13:47,297,6,-109.72329085964,-3.43275834588006,5.74656060513668,Normal,Normal
29-Apr-2025 09:13:25,219,11,-111.729737218033,12.6249207756519,4.35659307821882,Normal,Normal
29-Apr-2025 10:48:35,25,12,-112.687363523548,-0.871965916604926,75.5971679531321,Normal,Normal
29-Apr-2025 09:29:11,193,10,-103.113160121036,15.1403325783524,26.6395747448926,Normal,Normal
29-Apr-2025 09:46:22,136,3,-100.175977434054,-1.58737426389916,38.1647128979254,DPD,severe
29-Apr-2025 09:54:59,11,7,-116.474680076378,15.0756054254746,47.5288072717907,Normal,Normal
29-Apr-2025 10:08:40,241,2,-117.593312743988,-4.89769414320468,79.9850386318641,Normal,Normal
29-Apr-2025 10:29:02,231,7,-102.389734763856,-3.17544727618576,5.09888144131787,ED,slight
29-Apr-2025 09:21:54,19,5,-102.342761103342,-4.13162912403017,24.3961904212757,Normal,Normal
29-Apr-2025 10:17:02,186,7,-111.743616328508,15.0781721803765,48.3227169365086,ANT+PA,medium+severe
29-Apr-2025 09:33:52,181,6,-116.410620026641,8.42703761405838,55.7046395239362,Normal,Normal
29-Apr-2025 10:11:25,224,7,-106.630592508444,0.111404685034921,22.5229701490261,Normal,Normal
29-Apr-2025 09:52:08,222,13,-106.768910193072,15.225404736009,72.9242193640812,Normal,Normal
29-Apr-2025 09:36:07,263,7,-107.290139181333,1.64074211155343,77.0431219917495,ERP+ED+ANT,slight+medium+medium
29-Apr-2025 09:38:18,132,11,-114.150400648691,7.27843181885694,63.3324602779242,Normal,Normal
29-Apr-2025 09:36:02,64,13,-106.008707661677,1.00078935122231,74.288179051308,ANT,medium
29-Apr-2025 09:23:47,98,15,-117.971961423822,15.3890480144224,25.8172142878454,Normal,Normal
29-Apr-2025 09:46:50,119,15,-112.018269726336,-2.17227230503733,70.5731595653408,HW+ED,slight+slight
29-Apr-2025 09:14:53,222,3,-114.228543199524,18.2490998481135,28.6517612943315,Normal,Normal
29-Apr-2025 10:43:23,254,3,-113.318617383936,18.0527729557883,59.8493942499863,Normal,Normal
29-Apr-2025 10:27:16,37,3,-109.770211019072,13.4012044723168,18.4382599258586,HW,severe
29-Apr-2025 10:25:57,210,2,-112.53479725563,16.4850566892446,37.538776095678,HW+ANT+ED,slight+severe+medium
29-Apr-2025 09:24:16,184,11,-113.292149166322,5.01049722452965,26.6281190389522,Normal,Normal
29-Apr-2025 09:42:26,225,5,-119.760478462144,13.3497164433207,24.1699712237526,Normal,Normal
29-Apr-2025 09:25:41,96,8,-110.985611133536,17.5754242025472,1.74864303488127,Normal,Normal
29-Apr-2025 10:50:47,185,10,-102.065100714864,-4.38812134905323,42.0174320844604,Normal,Normal
29-Apr-2025 10:02:05,170,15,-115.849139960152,6.16268286431731,6.75343463163402,Normal,Normal
29-Apr-2025 10:59:36,219,10,-104.374124395169,13.478041911878,15.1488121579767,PA+ERP,slight+slight
29-Apr-2025 10:01:08,43,2,-106.868860875595,9.10605805685619,71.5362666088485,ERP+DPD,medium+medium
29-Apr-2025 11:10:03,194,2,-101.256055956934,8.07231977866863,47.0673953354649,HW+PA,slight+slight
29-Apr-2025 09:50:57,241,6,-103.396481653506,13.5396931136353,4.36621938166456,Normal,Normal
29-Apr-2025 09:52:18,6,9,-114.650423664336,18.7111247207662,48.3993147080787,Normal,Normal
29-Apr-2025 10:11:07,195,13,-118.488615230552,16.0410329490623,44.48872481067,Normal,Normal
29-Apr-2025 09:33:32,274,3,-103.913651200285,11.2170973276941,27.0100584069201,Normal,Normal
29-Apr-2025 10:27:47,290,12,-106.576360659673,8.63800178963106,76.6450687852114,ANT,medium
29-Apr-2025 09:23:38,44,3,-112.817168814483,13.8729806724194,30.0542589975846,Normal,Normal
29-Apr-2025 10:35:16,201,5,-111.908763107641,-4.63542537046214,54.3618241533998,Normal,Normal
29-Apr-2025 10:09:15,34,11,-100.656406667618,18.7455003332696,30.5927469974021,Normal,Normal
29-Apr-2025 10:13:30,103,2,-105.754392231808,5.05740343060929,22.1993855644674,Normal,Normal
29-Apr-2025 10:36:38,14,14,-118.555045703053,19.6081998876218,70.426802186559,Normal,Normal
29-Apr-2025 10:14:07,276,2,-113.891683763904,7.49828319481436,19.6874938490795,DPD,medium
29-Apr-2025 09:23:31,165,6,-102.73584476286,8.49042553180749,48.5014658495887,Normal,Normal
29-Apr-2025 10:02:07,218,12,-112.310002340822,5.50251547429033,39.2275771531347,Normal,Normal
29-Apr-2025 10:32:53,128,9,-108.248367235655,14.382980860935,42.3150055076206,Normal,Normal
29-Apr-2025 10:35:58,79,12,-101.334129620456,11.8533571377316,17.8195171613677,Normal,Normal
29-Apr-2025 10:12:45,20,14,-118.140659705743,12.6581794844812,9.46921301078908,PA+ANT,slight+severe
29-Apr-2025 10:02:30,56,8,-103.427819893833,-1.50774876589852,60.4099158847282,Normal,Normal
29-Apr-2025 09:52:50,250,10,-117.675947345257,18.0230430749925,72.2481832717933,DPD,medium
29-Apr-2025 11:07:14,75,14,-100.787439046801,13.7465404385435,38.132403768147,Normal,Normal
29-Apr-2025 10:24:57,29,7,-111.375239439261,-2.23432512369889,35.8272596136045,Normal,Normal
29-Apr-2025 10:41:46,209,7,-104.963736953526,11.1747856074878,1.58246810596832,Normal,Normal
29-Apr-2025 10:10:53,135,8,-113.471196947335,3.66358382206863,59.8790351004771,Normal,Normal
29-Apr-2025 10:27:18,175,12,-113.180484856821,9.27676603013576,25.377055428446,Normal,Normal
29-Apr-2025 11:10:13,115,12,-112.959265503722,12.5635314528643,45.2320919327795,Normal,Normal
29-Apr-2025 10:17:47,222,15,-108.87046540968,17.573891173523,64.010736354857,Normal,Normal
29-Apr-2025 09:11:13,135,15,-119.922296956729,3.27889344593704,3.99094202437549,Normal,Normal
29-Apr-2025 09:55:19,225,6,-100.079897608861,3.4998682467551,51.324116659125,Normal,Normal
29-Apr-2025 09:37:41,212,11,-117.942040728513,5.17329059490421,61.5360000629515,Normal,Normal
29-Apr-2025 09:58:00,81,11,-113.301219384065,1.24094332525809,56.8473033028576,Normal,Normal
29-Apr-2025 10:44:56,167,10,-102.179532358226,7.80479209531332,65.3248838249787,Normal,Normal
29-Apr-2025 11:07:11,231,5,-103.115927112369,3.29471030448154,27.8275425321866,ED+ANT+HW,medium+slight+slight
29-Apr-2025 09:48:57,38,5,-100.343377142619,11.0819175222562,28.1440884934024,Normal,Normal
29-Apr-2025 09:27:55,6,13,-106.572755670867,7.06719433975816,59.7432899694146,Normal,Normal
29-Apr-2025 10:59:22,146,8,-104.778847985735,9.16583400422069,41.3119276493747,Normal,Normal
29-Apr-2025 09:44:48,1,15,-100.322401828242,2.83659643995684,2.65431564144825,Normal,Normal
29-Apr-2025 10:16:53,146,2,-112.958403222119,12.3476521351533,39.9612012730669,Normal,Normal
29-Apr-2025 10:56:32,110,11,-103.982298159173,16.2545799410461,27.6993993563802,HW+ANT,medium+slight
29-Apr-2025 10:08:07,180,10,-112.331627741731,15.9348259351675,72.2936333448612,Normal,Normal
29-Apr-2025 10:36:48,137,1,-112.766754120472,14.7568344564173,53.6895598123266,Normal,Normal
29-Apr-2025 11:07:45,249,9,-101.111333515363,8.85633901413512,64.4368650263723,Normal,Normal
29-Apr-2025 10:54:51,117,11,-113.524844583637,19.640356426797,77.8789467761538,Normal,Normal
29-Apr-2025 09:20:05,168,13,-107.496787543213,16.4907954847511,32.3237182903225,Normal,Normal
29-Apr-2025 10:58:09,272,2,-111.887144107706,0.55586341634107,76.2880824321864,Normal,Normal
29-Apr-2025 09:38:12,273,3,-104.437295237327,0.592505961135588,36.0560562485657,Normal,Normal
29-Apr-2025 10:42:44,164,8,-114.326803186206,1.20967044797543,23.6749800953998,Normal,Normal
29-Apr-2025 09:19:47,72,1,-114.486505601369,8.97278061095792,36.2937602478956,Normal,Normal
29-Apr-2025 10:23:01,110,7,-104.869620449969,18.1549574254731,1.10196773763143,Normal,Normal
29-Apr-2025 09:14:11,227,2,-110.141370822775,5.25989776516379,25.456561738942,Normal,Normal
29-Apr-2025 10:34:31,294,3,-115.814062312247,4.52926950885963,24.7881566888219,Normal,Normal
29-Apr-2025 10:11:40,140,6,-102.841018887578,13.6936761267622,23.7503540955744,PA+ANT,severe+slight
29-Apr-2025 09:57:15,253,2,-111.700973512263,15.1079697932363,4.14115626069899,DPD+HW,medium+medium
29-Apr-2025 10:30:40,133,9,-112.716088247301,14.7081218388126,35.8762845379217,Normal,Normal
29-Apr-2025 10:21:39,29,3,-107.410066745014,-3.14152230358622,65.6924780246487,Normal,Normal
29-Apr-2025 09:51:25,72,4,-108.758107901695,16.1885192291274,65.2448627519228,Normal,Normal
29-Apr-2025 09:12:38,113,7,-106.437344863074,11.9181922664653,57.5094418913964,ERP+HW+PA,slight+severe+slight
29-Apr-2025 09:23:40,233,14,-108.57663275413,4.16732926842263,26.9736145520973,Normal,Normal
29-Apr-2025 09:55:40,26,4,-110.097612395821,19.8344385690687,16.9808466361398,Normal,Normal
29-Apr-2025 09:36:26,260,14,-114.156059045582,-0.579184375960572,61.4453639283188,Normal,Normal
29-Apr-2025 10:55:48,113,2,-104.885654400477,11.9444240757191,38.4689358206343,Normal,Normal
29-Apr-2025 10:28:26,235,4,-106.680491756868,8.25827026270132,14.9345835559812,Normal,Normal
29-Apr-2025 09:42:34,65,12,-111.879055587002,11.6082321869888,59.7536680925296,Normal,Normal
29-Apr-2025 10:10:39,195,2,-100.816317165459,-0.797209472714312,77.6768856617362,Normal,Normal
29-Apr-2025 11:04:57,220,6,-105.81365511284,11.64074088526,39.5757153224998,Normal,Normal
29-Apr-2025 10:34:16,129,13,-113.403246606869,7.2180282164981,18.9157330548088,DPD+ERP,slight+slight
29-Apr-2025 10:10:05,74,7,-104.425707973975,11.8657947317806,55.238964294801,Normal,Normal
29-Apr-2025 09:52:50,279,13,-100.129543400094,12.3071630564779,25.4464161188326,Normal,Normal
29-Apr-2025 09:20:38,107,14,-109.744929287419,12.0912016372044,26.4612090043,PA+ERP,severe+medium
29-Apr-2025 09:28:25,34,6,-104.697368660479,8.81286191020342,30.5381197072539,Normal,Normal
29-Apr-2025 09:51:11,181,5,-115.840350792656,1.67168706911135,63.5591787760647,Normal,Normal
29-Apr-2025 10:48:14,168,3,-111.890806670554,17.1970920487395,15.9487695687383,Normal,Normal
29-Apr-2025 10:40:38,141,8,-101.526795587747,13.7108356430213,34.7590822115956,Normal,Normal
29-Apr-2025 09:46:27,22,12,-103.436204903722,16.150096542032,25.7074502003848,Normal,Normal
29-Apr-2025 10:26:50,155,5,-119.974504183413,4.06389610843664,8.98798273806396,Normal,Normal
29-Apr-2025 10:17:17,38,4,-112.140130136526,18.8235417077233,26.5682564027874,Normal,Normal
29-Apr-2025 10:12:04,36,4,-103.89413153161,-3.14119972342614,68.1459080062784,Normal,Normal
29-Apr-2025 10:31:14,156,11,-104.314009140882,16.7217225991361,46.0106265841267,HW+ANT+DPD,medium+severe+severe
29-Apr-2025 11:08:54,261,11,-116.899461818458,8.26300771821641,25.2391176161718,Normal,Normal
29-Apr-2025 09:36:57,93,5,-102.511443602872,-2.59857591770947,25.0327991290919,ANT,slight
29-Apr-2025 09:35:43,91,9,-114.695578617648,-2.28596615081588,57.3553614983855,Normal,Normal
29-Apr-2025 10:00:20,79,2,-112.226746525597,6.43364308258722,50.9372640788828,Normal,Normal
29-Apr-2025 10:38:30,28,1,-106.964131583831,-0.416610616460151,12.1198715392612,Normal,Normal
29-Apr-2025 10:03:05,123,11,-100.852461835272,19.2711289847319,13.4992605313956,Normal,Normal
29-Apr-2025 09:20:29,176,11,-103.235606659496,15.9512308088368,37.4679353082746,ERP,severe
29-Apr-2025 09:24:25,163,12,-118.016325440913,-0.662250577481256,76.7107744161375,Normal,Normal
29-Apr-2025 10:11:42,166,2,-107.979987507518,3.233903953706,78.5943957155134,Normal,Normal
29-Apr-2025 09:52:34,27,6,-117.100570801281,0.487292930293145,40.2971013650642,PA+HW,severe+slight
29-Apr-2025 09:28:20,40,14,-119.231534787705,16.8514869048133,43.5568026808389,Normal,Normal
29-Apr-2025 10:25:57,299,3,-113.678911503553,2.12957004280139,5.32268237642729,Normal,Normal
29-Apr-2025 10:39:43,170,5,-106.33523308769,7.40208776246441,62.8769894460516,Normal,Normal
29-Apr-2025 10:13:00,79,8,-112.988298838524,0.820910197400756,13.3009180908627,ANT+PA+DPD,severe+severe+medium
29-Apr-2025 09:19:19,51,11,-106.659412614836,7.4703077455112,67.3181770002592,Normal,Normal
29-Apr-2025 09:47:20,174,8,-114.994025803701,-0.517583967459885,50.0694655233092,Normal,Normal
29-Apr-2025 09:34:20,101,3,-102.135276623278,1.75256340764932,75.8504294171573,HW+PA,medium+severe
29-Apr-2025 10:47:46,163,12,-101.058545145044,11.329733346501,64.6808365124759,Normal,Normal
29-Apr-2025 09:50:34,95,6,-112.553980747949,3.03169041641273,41.8838921202135,Normal,Normal
29-Apr-2025 10:26:03,110,2,-106.288821961119,6.78517809557106,28.5616734977228,Normal,Normal
29-Apr-2025 10:54:23,105,10,-100.174339450438,13.0029860337893,69.3698288867957,Normal,Normal
29-Apr-2025 09:42:54,45,7,-114.604394941825,17.4056973107872,32.7825147168103,ERP+ED,medium+severe
29-Apr-2025 09:53:59,274,10,-117.599168299879,-1.81547155437509,71.1499602399663,Normal,Normal
29-Apr-2025 09:11:17,244,15,-106.239377951847,11.6655277523509,21.3302524406427,ED+DPD+HW,medium+severe+severe
29-Apr-2025 09:50:07,289,13,-109.362111943882,-2.35229631306049,36.692567860399,Normal,Normal
29-Apr-2025 10:38:49,131,5,-115.348818516361,6.74292589493446,33.4067807042311,Normal,Normal
29-Apr-2025 09:53:04,111,9,-119.232309415577,11.4686573552337,67.7542164022037,Normal,Normal
29-Apr-2025 10:57:54,212,14,-104.979841991131,9.5811396527056,73.8564436999924,Normal,Normal
29-Apr-2025 10:13:21,225,8,-103.172262306436,2.84847800581148,6.25609710771319,Normal,Normal
29-Apr-2025 09:23:52,219,3,-107.19508738312,0.362840392902846,32.400644152236,Normal,Normal
29-Apr-2025 10:24:34,77,9,-109.006715379924,4.03921241360289,73.9387694173314,PA+ERP+DPD,slight+medium+medium
29-Apr-2025 09:24:22,145,8,-115.305338971471,-1.56535326935416,2.76051521201269,ED,severe
29-Apr-2025 10:48:01,177,4,-101.998363968921,2.38817357002567,29.6170527166128,Normal,Normal
29-Apr-2025 10:27:06,23,9,-119.959282575431,1.80815313579144,20.3752052868908,Normal,Normal
29-Apr-2025 11:02:25,177,5,-108.390037566468,17.9904495402375,16.7271837074228,Normal,Normal
29-Apr-2025 09:32:37,183,5,-113.97124171822,6.33596612721536,37.4524000231303,Normal,Normal
29-Apr-2025 10:51:53,128,8,-108.883388910352,4.71644305972031,21.4417980587141,ED+ERP,severe+medium
29-Apr-2025 10:17:19,162,13,-104.584652104342,13.3560183715679,13.3244335213072,Normal,Normal
29-Apr-2025 10:01:35,30,11,-100.354721612019,14.9261543522415,28.9389392115302,ANT+HW+ERP,severe+medium+slight
29-Apr-2025 09:17:48,5,11,-109.648653414877,4.27384348270302,42.6932402286568,Normal,Normal
29-Apr-2025 09:18:37,24,3,-102.078126333125,12.8814369489773,27.2108399216406,DPD,slight
29-Apr-2025 09:43:22,127,14,-103.185957167762,2.31981768113469,43.3606389046157,Normal,Normal
29-Apr-2025 10:51:17,188,4,-113.570350020157,3.50357232287293,19.6627217575137,ERP+DPD+PA,slight+medium+medium
29-Apr-2025 11:00:42,36,14,-119.754466562597,-2.02404795221381,49.2591027474934,Normal,Normal
29-Apr-2025 10:17:38,42,15,-112.528361053455,12.2420352873986,73.8557519368186,ED+DPD+ANT,severe+severe+medium
29-Apr-2025 09:55:53,144,7,-113.350211056389,13.3940978917421,15.6342931684424,Normal,Normal
29-Apr-2025 10:23:43,32,5,-117.129883980773,17.4118339534287,53.6670624040498,Normal,Normal
29-Apr-2025 10:17:56,44,9,-104.462098688639,11.7913853039946,69.9572144490637,Normal,Normal
29-Apr-2025 10:15:18,226,4,-101.331869976137,-3.27142506943878,12.7229590410081,HW,severe
29-Apr-2025 10:38:44,261,10,-110.327990066397,7.92294664152803,33.8804431192914,Normal,Normal
29-Apr-2025 10:47:22,47,8,-119.540651227837,10.9216381353873,22.3742075353217,Normal,Normal
29-Apr-2025 10:55:58,259,6,-113.199131228444,11.732217056979,26.655709891592,Normal,Normal
29-Apr-2025 10:45:44,134,14,-103.467753025345,10.8316611381296,28.587563759899,Normal,Normal
